"id","follower_id","followee_id","follower_handle","followee_handle"
153,32,699,"@lane32","@veda699"
154,32,998,"@lane32","@verla998"
155,32,269,"@lane32","@lucious269"
156,32,966,"@lane32","@ryder966"
157,32,378,"@lane32","@maybelle378"
158,34,998,"@scarlett34","@verla998"
159,34,582,"@scarlett34","@coy582"
160,35,474,"@casper35","@furman474"
161,36,671,"@maximillian36","@monserrat671"
162,36,350,"@maximillian36","@wava350"
163,36,997,"@maximillian36","@darron997"
164,36,456,"@maximillian36","@lucas456"
165,36,825,"@maximillian36","@aileen825"
166,36,947,"@maximillian36","@karina947"
167,36,363,"@maximillian36","@abel363"
168,36,857,"@maximillian36","@sheldon857"
169,37,945,"@rossie37","@miguel945"
170,38,871,"@jared38","@arch871"
171,38,648,"@jared38","@stan648"
172,38,801,"@jared38","@leopold801"
173,39,512,"@santiago39","@sid512"
174,39,701,"@santiago39","@antonia701"
175,39,353,"@santiago39","@bobby353"
176,39,472,"@santiago39","@mayra472"
177,39,659,"@santiago39","@orrin659"
178,39,548,"@santiago39","@liana548"
179,39,426,"@santiago39","@king426"
180,39,567,"@santiago39","@jermaine567"
181,40,562,"@napoleon40","@amber562"
182,40,961,"@napoleon40","@rasheed961"
183,40,717,"@napoleon40","@abigail717"
184,40,930,"@napoleon40","@brandy930"
185,40,31,"@napoleon40","@antone31"
186,40,484,"@napoleon40","@nicolette484"
187,40,780,"@napoleon40","@lucy780"
188,40,585,"@napoleon40","@dayana585"
189,40,746,"@napoleon40","@ruth746"
190,41,310,"@jamey41","@merlin310"
191,41,921,"@jamey41","@burley921"
192,41,775,"@jamey41","@cayla775"
193,41,202,"@jamey41","@chyna202"
194,41,891,"@jamey41","@marcel891"
195,41,185,"@jamey41","@vida185"
196,41,935,"@jamey41","@liza935"
197,42,296,"@jacques42","@edgar296"
198,42,380,"@jacques42","@brooke380"
199,42,676,"@jacques42","@kurt676"
200,42,915,"@jacques42","@douglas915"
201,42,209,"@jacques42","@claire209"
202,42,517,"@jacques42","@giovanna517"
203,42,796,"@jacques42","@jake796"
204,43,371,"@edwardo43","@anastasia371"
205,43,100,"@edwardo43","@shanny100"
206,43,811,"@edwardo43","@sallie811"
207,43,214,"@edwardo43","@jakayla214"
208,43,692,"@edwardo43","@cloyd692"
209,43,650,"@edwardo43","@sydnie650"
210,43,221,"@edwardo43","@porter221"
211,43,540,"@edwardo43","@golden540"
212,43,983,"@edwardo43","@jo983"
213,45,590,"@era45","@harry590"
214,45,460,"@era45","@urban460"
215,45,695,"@era45","@clifford695"
216,45,817,"@era45","@oda817"
217,45,975,"@era45","@cleora975"
218,46,519,"@madisyn46","@margret519"
219,46,437,"@madisyn46","@brice437"
220,46,687,"@madisyn46","@bobbie687"
221,46,864,"@madisyn46","@ray864"
222,46,779,"@madisyn46","@skye779"
223,46,245,"@madisyn46","@alverta245"
224,46,753,"@madisyn46","@ladarius753"
225,48,115,"@mateo48","@simone115"
226,48,91,"@mateo48","@ova91"
227,48,625,"@mateo48","@tre625"
228,48,640,"@mateo48","@omer640"
229,48,636,"@mateo48","@irwin636"
230,48,334,"@mateo48","@shannon334"
231,48,49,"@mateo48","@eliezer49"
232,49,231,"@eliezer49","@wendell231"
233,49,572,"@eliezer49","@verna572"
234,49,15,"@eliezer49","@dee15"
235,49,219,"@eliezer49","@ignacio219"
236,49,125,"@eliezer49","@carter125"
237,49,805,"@eliezer49","@jessica805"
238,49,770,"@eliezer49","@caleigh770"
239,49,973,"@eliezer49","@lizzie973"
240,50,503,"@talon50","@april503"
241,50,757,"@talon50","@polly757"
242,50,495,"@talon50","@sidney495"
243,50,310,"@talon50","@merlin310"
244,50,761,"@talon50","@connor761"
245,50,245,"@talon50","@alverta245"
246,50,200,"@talon50","@rolando200"
247,51,384,"@carlo51","@gaylord384"
248,52,719,"@korbin52","@kaylee719"
249,52,546,"@korbin52","@deangelo546"
250,52,474,"@korbin52","@furman474"
251,52,993,"@korbin52","@leonie993"
252,52,756,"@korbin52","@dolores756"
253,52,649,"@korbin52","@alexandra649"
254,53,30,"@arlie53","@janet30"
255,53,367,"@arlie53","@barton367"
256,53,591,"@arlie53","@floyd591"
257,53,202,"@arlie53","@chyna202"
258,53,237,"@arlie53","@javier237"
259,53,48,"@arlie53","@mateo48"
260,53,853,"@arlie53","@edmond853"
261,54,171,"@haleigh54","@reece171"
262,54,307,"@haleigh54","@cecilia307"
263,54,862,"@haleigh54","@sharon862"
264,54,308,"@haleigh54","@franz308"
265,54,301,"@haleigh54","@nia301"
266,54,386,"@haleigh54","@madison386"
267,54,269,"@haleigh54","@lucious269"
268,54,113,"@haleigh54","@vern113"
269,55,741,"@jamel55","@dominique741"
270,55,496,"@jamel55","@demario496"
271,55,716,"@jamel55","@violet716"
272,55,463,"@jamel55","@reese463"
273,55,9,"@jamel55","@randi9"
274,55,270,"@jamel55","@kellie270"
275,55,749,"@jamel55","@giuseppe749"
276,55,596,"@jamel55","@mortimer596"
277,56,293,"@torey56","@dorcas293"
278,56,435,"@torey56","@gustave435"
279,56,637,"@torey56","@danial637"
280,56,668,"@torey56","@aurelio668"
281,57,313,"@hettie57","@cory313"
282,57,639,"@hettie57","@renee639"
283,57,580,"@hettie57","@natasha580"
284,57,641,"@hettie57","@nicklaus641"
285,57,140,"@hettie57","@myrl140"
286,57,355,"@hettie57","@eveline355"
287,57,314,"@hettie57","@susanna314"
288,58,937,"@malika58","@tremayne937"
289,58,904,"@malika58","@christ904"
290,59,211,"@tressie59","@marian211"
291,59,43,"@tressie59","@edwardo43"
292,59,492,"@tressie59","@lavinia492"
293,59,407,"@tressie59","@jakob407"
294,59,149,"@tressie59","@ressie149"
295,59,738,"@tressie59","@gladyce738"
296,59,188,"@tressie59","@candido188"
297,59,931,"@tressie59","@rickey931"
298,60,854,"@tyrel60","@leonardo854"
299,60,757,"@tyrel60","@polly757"
300,60,615,"@tyrel60","@trent615"
301,60,702,"@tyrel60","@leif702"
302,60,102,"@tyrel60","@mario102"
303,60,369,"@tyrel60","@deven369"
304,60,875,"@tyrel60","@ada875"
305,61,860,"@isabella61","@merl860"
306,61,492,"@isabella61","@lavinia492"
307,61,158,"@isabella61","@dimitri158"
308,61,928,"@isabella61","@ibrahim928"
309,61,246,"@isabella61","@eryn246"
310,62,857,"@clay62","@sheldon857"
311,63,208,"@jerad63","@audreanne208"
312,63,648,"@jerad63","@stan648"
313,63,870,"@jerad63","@adaline870"
314,63,316,"@jerad63","@ernestine316"
315,63,57,"@jerad63","@hettie57"
316,63,422,"@jerad63","@skyla422"
317,63,896,"@jerad63","@bradley896"
318,63,835,"@jerad63","@guido835"
319,64,774,"@maxwell64","@juwan774"
320,64,837,"@maxwell64","@avis837"
321,65,339,"@geovany65","@penelope339"
322,65,302,"@geovany65","@dominic302"
323,65,18,"@geovany65","@jayson18"
324,65,209,"@geovany65","@claire209"
325,65,822,"@geovany65","@mathias822"
326,66,902,"@lambert66","@pearline902"
327,66,456,"@lambert66","@lucas456"
328,66,137,"@lambert66","@sherwood137"
329,66,129,"@lambert66","@gino129"
330,66,386,"@lambert66","@madison386"
331,66,681,"@lambert66","@brittany681"
332,66,677,"@lambert66","@oliver677"
333,66,287,"@lambert66","@river287"
334,66,485,"@lambert66","@melvin485"
335,66,536,"@lambert66","@pierce536"
336,67,789,"@bella67","@darrel789"
337,67,292,"@bella67","@minnie292"
338,67,361,"@bella67","@bonita361"
339,67,960,"@bella67","@letha960"
340,67,744,"@bella67","@birdie744"
341,67,68,"@bella67","@amina68"
342,67,476,"@bella67","@major476"
343,67,187,"@bella67","@martina187"
344,67,261,"@bella67","@laron261"
345,67,155,"@bella67","@damian155"
346,68,332,"@amina68","@d'angelo332"
347,68,745,"@amina68","@jaiden745"
348,68,268,"@amina68","@lacey268"
349,68,343,"@amina68","@lily343"
350,68,541,"@amina68","@orville541"
351,69,151,"@ellis69","@jalyn151"
352,69,572,"@ellis69","@verna572"
353,69,143,"@ellis69","@stephany143"
354,69,780,"@ellis69","@lucy780"
355,69,833,"@ellis69","@tatum833"
356,69,182,"@ellis69","@pink182"
357,69,325,"@ellis69","@loyal325"
358,70,435,"@ross70","@gustave435"
359,70,958,"@ross70","@imelda958"
360,70,115,"@ross70","@simone115"
361,70,971,"@ross70","@bulah971"
362,70,250,"@ross70","@golda250"
363,71,909,"@virginie71","@colten909"
364,71,199,"@virginie71","@maymie199"
365,71,6,"@virginie71","@sabina6"
366,71,64,"@virginie71","@maxwell64"
367,71,254,"@virginie71","@zander254"
368,71,209,"@virginie71","@claire209"
369,71,892,"@virginie71","@connie892"
370,72,226,"@bessie72","@eladio226"
371,72,805,"@bessie72","@jessica805"
372,72,653,"@bessie72","@carmel653"
373,72,806,"@bessie72","@ayana806"
374,72,642,"@bessie72","@lila642"
375,72,456,"@bessie72","@lucas456"
376,72,375,"@bessie72","@bennie375"
377,72,342,"@bessie72","@tania342"
378,72,534,"@bessie72","@ilene534"
379,72,876,"@bessie72","@moriah876"
380,74,283,"@nayeli74","@adriel283"
381,75,785,"@dalton75","@uriel785"
382,75,611,"@dalton75","@joey611"
383,75,376,"@dalton75","@callie376"
384,75,202,"@dalton75","@chyna202"
385,75,796,"@dalton75","@jake796"
386,75,175,"@dalton75","@aliyah175"
387,76,607,"@martin76","@luisa607"
388,76,556,"@martin76","@meta556"
389,76,898,"@martin76","@kelsie898"
390,76,184,"@martin76","@cheyenne184"
391,76,903,"@martin76","@ophelia903"
392,76,493,"@martin76","@lyla493"
393,76,605,"@martin76","@jasen605"
394,76,952,"@martin76","@breanna952"
395,77,691,"@meagan77","@hans691"
396,77,638,"@meagan77","@alisa638"
397,77,153,"@meagan77","@enoch153"
398,77,881,"@meagan77","@rachel881"
399,77,974,"@meagan77","@graham974"
400,77,334,"@meagan77","@shannon334"
401,78,27,"@modesto78","@seth27"
402,78,238,"@modesto78","@felipe238"
403,78,138,"@modesto78","@zackery138"
404,78,338,"@modesto78","@gunnar338"
405,78,615,"@modesto78","@trent615"
406,78,646,"@modesto78","@karlee646"
407,78,653,"@modesto78","@carmel653"
408,78,481,"@modesto78","@laura481"
409,78,123,"@modesto78","@justina123"
410,78,620,"@modesto78","@reba620"
411,82,186,"@dolly82","@margarett186"
412,82,138,"@dolly82","@zackery138"
413,82,489,"@dolly82","@reva489"
414,83,295,"@friedrich83","@wilber295"
415,83,794,"@friedrich83","@emilio794"
416,83,144,"@friedrich83","@retha144"
417,83,479,"@friedrich83","@elisa479"
418,83,719,"@friedrich83","@kaylee719"
419,83,279,"@friedrich83","@norwood279"
420,83,933,"@friedrich83","@dorian933"
421,83,293,"@friedrich83","@dorcas293"
422,84,879,"@kelvin84","@dino879"
423,84,891,"@kelvin84","@marcel891"
424,84,452,"@kelvin84","@brandi452"
425,84,746,"@kelvin84","@ruth746"
426,84,240,"@kelvin84","@sarina240"
427,84,135,"@kelvin84","@hassie135"
428,84,353,"@kelvin84","@bobby353"
429,84,657,"@kelvin84","@marjory657"
430,84,946,"@kelvin84","@vincenzo946"
431,85,886,"@josefa85","@makayla886"
432,85,579,"@josefa85","@bernice579"
433,85,363,"@josefa85","@abel363"
434,85,128,"@josefa85","@holly128"
435,85,637,"@josefa85","@danial637"
436,85,63,"@josefa85","@jerad63"
437,85,80,"@josefa85","@virginia80"
438,85,120,"@josefa85","@ocie120"
439,86,456,"@bria86","@lucas456"
440,86,686,"@bria86","@lupe686"
441,86,807,"@bria86","@freida807"
442,87,368,"@kennith87","@marc368"
443,87,866,"@kennith87","@sabrina866"
444,87,255,"@kennith87","@gerry255"
445,87,121,"@kennith87","@sonya121"
446,87,751,"@kennith87","@nathanael751"
447,87,938,"@kennith87","@michael938"
448,87,342,"@kennith87","@tania342"
449,87,917,"@kennith87","@floy917"
450,87,224,"@kennith87","@matilde224"
451,87,239,"@kennith87","@lisette239"
452,88,456,"@summer88","@lucas456"
453,88,479,"@summer88","@elisa479"
454,89,773,"@brennon89","@murphy773"
455,89,185,"@brennon89","@vida185"
456,90,478,"@noe90","@enrique478"
457,90,669,"@noe90","@zaria669"
458,91,306,"@ova91","@leola306"
459,91,81,"@ova91","@mohammad81"
460,92,59,"@ansley92","@tressie59"
461,92,595,"@ansley92","@justyn595"
462,92,416,"@ansley92","@judge416"
463,92,793,"@ansley92","@annabelle793"
464,92,362,"@ansley92","@beverly362"
465,92,794,"@ansley92","@emilio794"
466,92,382,"@ansley92","@rosie382"
467,92,335,"@ansley92","@florine335"
468,92,227,"@ansley92","@modesta227"
469,93,22,"@kenyatta93","@gillian22"
470,93,192,"@kenyatta93","@aiden192"
471,93,813,"@kenyatta93","@austin813"
472,94,688,"@rubie94","@griffin688"
473,94,126,"@rubie94","@clair126"
474,94,342,"@rubie94","@tania342"
475,95,854,"@avery95","@leonardo854"
476,95,191,"@avery95","@cedrick191"
477,96,684,"@elvera96","@hope684"
478,96,840,"@elvera96","@toy840"
479,96,760,"@elvera96","@noemie760"
480,96,985,"@elvera96","@evelyn985"
481,97,784,"@britney97","@charlene784"
482,97,71,"@britney97","@virginie71"
483,97,970,"@britney97","@harrison970"
484,97,454,"@britney97","@anastacio454"
485,98,764,"@theresia98","@pinkie764"
486,98,883,"@theresia98","@brionna883"
487,98,341,"@theresia98","@clint341"
488,98,382,"@theresia98","@rosie382"
489,98,690,"@theresia98","@loren690"
490,98,972,"@theresia98","@ashly972"
491,98,616,"@theresia98","@magnus616"
492,98,733,"@theresia98","@laurie733"
493,98,166,"@theresia98","@ardith166"
494,99,131,"@jordi99","@kali131"
495,99,644,"@jordi99","@florencio644"
496,99,938,"@jordi99","@michael938"
497,99,324,"@jordi99","@laurel324"
498,99,516,"@jordi99","@mckenzie516"
499,100,89,"@shanny100","@brennon89"
500,101,821,"@eldon101","@kamryn821"
501,101,442,"@eldon101","@isabelle442"
502,101,954,"@eldon101","@warren954"
503,101,453,"@eldon101","@adele453"
504,101,521,"@eldon101","@rosario521"
505,101,939,"@eldon101","@marcia939"
506,101,253,"@eldon101","@conner253"
507,101,497,"@eldon101","@garland497"
508,101,995,"@eldon101","@jan995"
509,101,404,"@eldon101","@hyman404"
510,102,468,"@mario102","@amani468"
511,102,401,"@mario102","@hobart401"
512,102,804,"@mario102","@annie804"
513,102,838,"@mario102","@araceli838"
514,102,628,"@mario102","@lavern628"
515,102,172,"@mario102","@malachi172"
516,102,139,"@mario102","@germaine139"
517,102,809,"@mario102","@christop809"
518,103,263,"@sylvester103","@ashton263"
519,103,102,"@sylvester103","@mario102"
520,103,218,"@sylvester103","@jeanie218"
521,103,444,"@sylvester103","@bryce444"
522,103,644,"@sylvester103","@florencio644"
523,103,222,"@sylvester103","@otis222"
524,103,135,"@sylvester103","@hassie135"
525,103,615,"@sylvester103","@trent615"
526,104,308,"@darrick104","@franz308"
527,104,422,"@darrick104","@skyla422"
528,104,376,"@darrick104","@callie376"
529,105,604,"@nikko105","@irving604"
530,105,577,"@nikko105","@bell577"
531,105,546,"@nikko105","@deangelo546"
532,105,907,"@nikko105","@molly907"
533,105,827,"@nikko105","@odell827"
534,105,562,"@nikko105","@amber562"
535,105,624,"@nikko105","@dylan624"
536,106,530,"@mac106","@gilberto530"
537,106,705,"@mac106","@andreane705"
538,106,92,"@mac106","@ansley92"
539,106,112,"@mac106","@zachery112"
540,106,418,"@mac106","@deshaun418"
541,107,175,"@paul107","@aliyah175"
542,107,721,"@paul107","@arvel721"
543,107,519,"@paul107","@margret519"
544,107,869,"@paul107","@mariela869"
545,107,331,"@paul107","@timmothy331"
546,107,668,"@paul107","@aurelio668"
547,107,399,"@paul107","@meghan399"
548,107,839,"@paul107","@deontae839"
549,107,685,"@paul107","@nestor685"
550,107,512,"@paul107","@sid512"
551,108,972,"@lorena108","@ashly972"
552,108,560,"@lorena108","@zion560"
553,108,402,"@lorena108","@madalyn402"
554,108,567,"@lorena108","@jermaine567"
555,108,658,"@lorena108","@monroe658"
556,108,503,"@lorena108","@april503"
557,108,426,"@lorena108","@king426"
558,108,725,"@lorena108","@annabel725"
559,110,53,"@hiram110","@arlie53"
560,110,317,"@hiram110","@gisselle317"
561,111,777,"@hilma111","@branson777"
562,111,287,"@hilma111","@river287"
563,111,599,"@hilma111","@velda599"
564,111,573,"@hilma111","@weldon573"
565,111,758,"@hilma111","@michelle758"
566,111,440,"@hilma111","@madge440"
567,111,826,"@hilma111","@kaleb826"
568,111,214,"@hilma111","@jakayla214"
569,112,936,"@zachery112","@arthur936"
570,113,38,"@vern113","@jared38"
571,113,77,"@vern113","@meagan77"
572,113,320,"@vern113","@nyasia320"
573,114,307,"@barry114","@cecilia307"
574,114,831,"@barry114","@deion831"
575,114,331,"@barry114","@timmothy331"
576,114,85,"@barry114","@josefa85"
577,114,540,"@barry114","@golden540"
578,114,179,"@barry114","@marty179"
579,114,777,"@barry114","@branson777"
580,115,982,"@simone115","@rae982"
581,117,746,"@lenna117","@ruth746"
582,117,778,"@lenna117","@octavia778"
583,118,653,"@davon118","@carmel653"
584,118,859,"@davon118","@colin859"
585,118,105,"@davon118","@nikko105"
586,118,513,"@davon118","@coby513"
587,118,985,"@davon118","@evelyn985"
588,120,11,"@ocie120","@marcella11"
589,120,126,"@ocie120","@clair126"
590,120,927,"@ocie120","@justine927"
591,120,47,"@ocie120","@ole47"
592,120,579,"@ocie120","@bernice579"
593,120,368,"@ocie120","@marc368"
594,120,539,"@ocie120","@brendon539"
595,120,733,"@ocie120","@laurie733"
596,120,40,"@ocie120","@napoleon40"
597,121,401,"@sonya121","@hobart401"
598,121,220,"@sonya121","@cyrus220"
599,121,872,"@sonya121","@hermann872"
600,121,317,"@sonya121","@gisselle317"
601,121,811,"@sonya121","@sallie811"
602,122,479,"@elbert122","@elisa479"
603,122,252,"@elbert122","@monserrate252"
604,122,278,"@elbert122","@osborne278"
605,122,295,"@elbert122","@wilber295"
606,122,32,"@elbert122","@lane32"
607,122,365,"@elbert122","@tiana365"
608,122,935,"@elbert122","@liza935"
609,123,184,"@justina123","@cheyenne184"
610,123,940,"@justina123","@federico940"
611,123,82,"@justina123","@dolly82"
612,123,338,"@justina123","@gunnar338"
613,123,996,"@justina123","@rory996"
614,123,523,"@justina123","@kaitlin523"
615,123,328,"@justina123","@armand328"
616,123,589,"@justina123","@rosella589"
617,124,647,"@isaac124","@madelyn647"
618,124,860,"@isaac124","@merl860"
619,124,453,"@isaac124","@adele453"
620,124,227,"@isaac124","@modesta227"
621,124,646,"@isaac124","@karlee646"
622,124,255,"@isaac124","@gerry255"
623,125,965,"@carter125","@miles965"
624,125,988,"@carter125","@katherine988"
625,125,745,"@carter125","@jaiden745"
626,125,160,"@carter125","@vance160"
627,125,263,"@carter125","@ashton263"
628,125,946,"@carter125","@vincenzo946"
629,125,270,"@carter125","@kellie270"
630,125,456,"@carter125","@lucas456"
631,126,328,"@clair126","@armand328"
632,126,326,"@clair126","@elena326"
633,126,88,"@clair126","@summer88"
634,127,334,"@braxton127","@shannon334"
635,127,567,"@braxton127","@jermaine567"
636,128,757,"@holly128","@polly757"
637,128,323,"@holly128","@lea323"
638,128,511,"@holly128","@mercedes511"
639,128,423,"@holly128","@arvilla423"
640,128,797,"@holly128","@junior797"
641,128,748,"@holly128","@alvera748"
642,129,960,"@gino129","@letha960"
643,129,72,"@gino129","@bessie72"
644,129,320,"@gino129","@nyasia320"
645,129,376,"@gino129","@callie376"
646,129,417,"@gino129","@edwina417"
647,129,137,"@gino129","@sherwood137"
648,130,38,"@cale130","@jared38"
649,130,225,"@cale130","@bradford225"
650,130,400,"@cale130","@delta400"
651,130,357,"@cale130","@stewart357"
652,130,505,"@cale130","@abdul505"
653,131,78,"@kali131","@modesto78"
654,131,333,"@kali131","@marley333"
655,131,624,"@kali131","@dylan624"
656,131,722,"@kali131","@cletus722"
657,131,355,"@kali131","@eveline355"
658,131,326,"@kali131","@elena326"
659,131,470,"@kali131","@larry470"
660,131,982,"@kali131","@rae982"
661,131,404,"@kali131","@hyman404"
662,132,69,"@graciela132","@ellis69"
663,133,111,"@jeff133","@hilma111"
664,133,690,"@jeff133","@loren690"
665,133,949,"@jeff133","@lazaro949"
666,134,888,"@anais134","@selmer888"
667,134,762,"@anais134","@erick762"
668,134,449,"@anais134","@jena449"
669,134,942,"@anais134","@karlie942"
670,134,753,"@anais134","@ladarius753"
671,134,15,"@anais134","@dee15"
672,134,760,"@anais134","@noemie760"
673,134,709,"@anais134","@hollis709"
674,135,959,"@hassie135","@zita959"
675,135,364,"@hassie135","@camron364"
676,135,863,"@hassie135","@grover863"
677,135,582,"@hassie135","@coy582"
678,136,86,"@robert136","@bria86"
679,136,584,"@robert136","@karolann584"
680,136,82,"@robert136","@dolly82"
681,136,970,"@robert136","@harrison970"
682,136,713,"@robert136","@cecil713"
683,136,693,"@robert136","@karl693"
684,136,610,"@robert136","@jesse610"
685,137,325,"@sherwood137","@loyal325"
686,137,759,"@sherwood137","@giovanny759"
687,137,16,"@sherwood137","@joaquin16"
688,137,383,"@sherwood137","@alysa383"
689,137,516,"@sherwood137","@mckenzie516"
690,137,150,"@sherwood137","@felton150"
691,137,553,"@sherwood137","@zoie553"
692,137,288,"@sherwood137","@jaylan288"
693,138,664,"@zackery138","@augustine664"
694,138,160,"@zackery138","@vance160"
695,138,235,"@zackery138","@libby235"
696,138,155,"@zackery138","@damian155"
697,138,658,"@zackery138","@monroe658"
698,138,579,"@zackery138","@bernice579"
699,138,13,"@zackery138","@keaton13"
700,138,869,"@zackery138","@mariela869"
701,139,883,"@germaine139","@brionna883"
702,139,237,"@germaine139","@javier237"
703,140,210,"@myrl140","@delores210"
704,140,169,"@myrl140","@vergie169"
705,141,506,"@katelynn141","@dave506"
706,141,182,"@katelynn141","@pink182"
707,141,740,"@katelynn141","@marcus740"
708,142,215,"@gust142","@elliott215"
709,142,375,"@gust142","@bennie375"
